ProductId,Text,Score
B001EQ4E3I,"This tastes good without adding as many empty calories. It doesn't mix in as well as my daughter's pink milk, but I attribute that to the extra starches that are part of splenda.",5
B001EQ4E3I,"this has a chalky flavor compared to the sugar-added counterparts.  Otherwise, the chocolate flavor is acceptable.",3
B001EQ4E3I,"Nesquick No Sugar Added mix is a welcome treat for me since becoming a Type 2 diabetic. It tastes very close to regular chocolate milk or hot chocolate, but has significantly less carbs. That being said, you do have to watch out for the carbs that milk adds to the 7g that is in the Nesquick.<br /><br />Great tasting - Highly Recommended",5
B001EQ4E3I,"Nesquick No Sugar Added mix is a welcome treat for me since becoming a Type 2 diabetic. It tastes very close to regular chocolate milk or hot chocolate, but has significantly less carbs. That being said, you do have to watch out for the carbs that milk adds to the 7g that is in the Nesquick.<br /><br />Great tasting - Highly Recommended!",5
B001EQ4E3I,"<a href=""http://www.amazon.com/gp/product/B000GPXRS6"">Nesquik Chocolate Powder, No Sugar Added, 16-Ounce Unit (Pack Of 6)</a><br /><br />Great to be able to get this product without the<br />hassle of standing in lines.",5
B001EQ4E3I,"Have been drinking hot chocolate every morning for years, by far Quik is the best and no sugar added makes it that much better.",5
B001EQ4E3I,"The reason I purchased this product is for the ""No Sugar Added"" clause. I am annoyed with all the sugar that is added in almost everything. Every kids cocoa drink has too much sugar added. After I tasted my first drink, it felt  too sweet and had an after taste. The taste of an artificial sweetener. After checking the ingredients, I noticed it contains ""Sucralose"". According to Wikipedia, Sucralose is 600 sweeter than table sugar! What's the point of buying something that has no sugar added but adding something that's tons of times sweeter? I am not going after the calorie factor. So does Nesquick add 600 times less amount of Sucralose than sugar to get the same sweetness? I don't think so.<br /><br />Another major problem is that Amazon's ingredients section does NOT mention Sucralose. It mentions Aspartame which, according to Wikipedia, it's 100-150 times sweeter than sugar, which means much less sweeter than Sucralose. So did Nesquick change their ingredients and Amazon did not update their ingredients list?",1
B001EQ4E3I,"The shipping was very slow and the raccoons came In the house and tore open the packages and ate It all, I did Not even know raccoons like Chocolate.",1
B0013M07PW,I take a few of these with me whenever traveling.  They are very tasty and filling.  Great for a small breakfast or snack when there are no gluten free options available.,5
B0013M07PW,"The main virtue these bars have is that they are useful snacks that don't tempt me to eat them up when I don't need them.  Bites with dried cranberries (maybe 3 to a bar) in them taste good enough - otherwise they taste like puffed rice drowned in syrup, which is pretty much what they are.  I prefer almost any of the other gluten-free bars I've tried - Gluten-Free Cafe lemon sesame bars, Larabars (all of them - especially apple pie), Kind fruit and nut bars, etc.  But these aren't terrible - and unlike the other bars named, they don't tempt me to snack on them when I'm at home and other food is available, which means I have them available for road trips when I need them.",3
B0013M07PW,"We love Bakery on Main gluten free products. Can't wait to try more of there products. I do wish it was sold in most stores though. I have to drive a good distance to get it, but it is worth the drive.",5
B0013M07PW,"For somebody that struggles because of diet restrictions, these bars are wonderful! Easy to take where ever I go, and the texture doesn't taste like it's ""GF"" at all!",5
B0013M07PW,I love taking these when we go hiking. They provide a great pick me up and I don't have to worry about my kids being drained by eating a crappy snack. We all love these ones but I tend to sneak one as a late night snack as well. By far the best in my opinion.,5
B0013M07PW,I love these! I keep them in my desk at work so I can have a quick snack when I need it. Sometimes they work for breakfast too when I'm in a hurry in the morning. Great product!!!,5
B0013M07PW,Thanks Bakery on Main for making Gluten Free snacks! This is a tasty one!  I usually snack on one around 3pm.  Perfect!  Wish it didn't have soy though.,4
B0013M07PW,"When I first tried these, I could not stop eating them! I had to get more, they were so good!! I never knew GF or granola could taste so amazing! You will not regret ordering these delicious bars! So much flavour and just the right amount of sweet!",5
B0013M07PW,These are a great snack and the whole family loves them. I keep some in my purse for the kids when they get hungry and they are make for a healthy yummy treat!!,5
B0013M07PW,"I liked the trail mix bar better than the PB chocolate chip bars that Bakery on Main makes but they still have the problem of being too sweet.  Is it possible to make a bar that doesn't cause your blood sugar to sky rocket (and crash)?  All of this being said, I still enjoyed my bars.",4
B0013M07PW,"Everything Bakery on Main makes is delicious and this in no exception! Tastes healthy and delicious! Just the right amount of nuts, dried fruit, and seeds!",5
B0013M07PW,I love these bars because they are nice and crunchy.  I have had other brands that are made with mostly dates and they just do not have that crunch that I like when eating granola bars.,5
B0013M07PW,This is the perfect snack when driving.  It really helps you keep cool in heavey traffic.  I like the fact it is healthy and tasty ready to enjoy.,5
B0013M07PW,"These bars hold together better and are loaded with healthy ingredients,very filling.  They are a better texture than some of the other granola bar flavors, but I could do without the ""syrupy"" taste.",3
B0013M07PW,"The Bakery On Main Extreme Trail Mix Gluten Free Granola Bar is made with certified gluten free oats, amaranth & quinoa. They are full of fruit & seeds, and nuts. They are a little sticky and sweeter than I might really enjoy, but they are filling and great for on the go. (Also, usually the really natural bars (especially ones with nuts) cause break-outs on my face. I was just waiting for it to happen- and it DIDN'T.)",4
B0013M07PW,these little bars are packed with lots of nuts! my main criticism is that more of them should come in one box!,5
B0013M07PW,This is my fav granola bar produced by bakery on main. It's even better than it's granola couterpart (and I think that's awesome too).  Love it!,5
B0013M07PW,"I agree with the other poster who said they're syrupy, but filling. I thought these bars were a bit too sweet and sticky for the flavor they were going for, but they're still very good. Maybe instead of so much sugar they could add more fruit pieces or something that would balance the sweetness out. They are still a great on the go or after the gym snack.",4
B0013M07PW,"My 8 1/2 and 13 1/2 year old children don't often get gluten free pancakes nor gluten free cereal when we are on the road, vacationing, and the Extreme Trail Mix is a great quick, filling, on the go breakfast!  It is a little sweet, but tasty, and they love the flavor!  I love the great, healthy ingredients -- sunflower seds, flax seeds, sesame seeds, coconut, raisins, cranberries almonds, and other nuts.  It fills them up and keeps them going until the next meal!",4
B001CCXVPQ,"My mistake for not spotting the word, ""flavored,"" but this is really awful! I was expecting Blue Mountain coffee and instead got this foul tasting coffee-like brew that has no coffee taste at all. Is it hazelnut? I hope not - I have nut allergies. Whatever it is, it overpowers any weak coffee flavor that may have been present at the beginning!<br /><br />Checking the ingredients on the package, we learn that it includes Arabica coffee and ""natural and/or artificial flavors."" Digging around the Wolfgang Puck website, we first learn that it's ""Light flavored coffee with the essence of the islands (Flavored)"" and finally, ""Coconut Infusion Flavored Coffee.""<br /><br />I never would have guessed coconut.",1
B001CCXVPQ,"I love this coffee from Wolfgang Puck, it is always fresh, tasty and provides a consistent cup of java, one cup at a time.<br /><br />Best of all, you can taste the flavors that make Jamaica Blue Mountain coffee so famous. Of course, it is not 100% Blue Mountain, but a respectable blend of arabica beans that includes enough of that treasured bean to justify its name. And it is neither under nor over roasted, just done to the point where the flavors are best.",5
B001CCXVPQ,"I bought this for use in my Bunn pod brewer, and since I am unable to buy these pods at the local supermarket, I took a chance at buying a 54 unit package without having tasted the product before.  Just opening the pouch releases a pleasant and sweet aroma.  This coffee is light and balanced, with low acidity.  I quickly went through the first 18 count box.",4
B001CCXVPQ,"Jamaica Me Crazy is my new favorite. The aroma alone makes me smile. Unlike most flavored coffees, the taste delivers too. Awesome coffee!",5
B001CCXVPQ,Great tasting coffee.  I use two pods because I like it strong.  Pods fit Senseo coffee maker perfectly.,5
B001CCXVPQ,"When I attempted to return this item upon finding it would not work in a Keurig, I was especially disappointed to see that I could not return even the second unopened box.",2
B001CCXVPQ,"This has become one of our favorite Keurig flavors. The taste is very smooth and the coconut flavor is not over-powering. We drink our coffee black, and some of the flavored coffees have a strong, almost bitter after-taste when cream and sugar aren't used. This one doesn't have that after-taste. I'm on my 4th reorder, and have started buying the larger boxes so I don't have to do without it.",5
B001CCXVPQ,I have tried other pods and have noticed the added flavors are over-powering and leave a chemical after-taste. The pods without the added flavors taste great. I am a pod fan.,1
B001CCXVPQ,"I got this 3 pack because I LOVE Jamaica me Crazy K-cups (which is what I thought these would be). But, regardless, when they arrived and I realized they were pods I thought ""Oh well, I can still use them in my Kurig.""... But these taste nothing like the K-cups! I mean, NOTHING. ...dirty water. I can't imagine any kind of single cup brewer somehow magically making these things taste good.",1
B001CCXVPQ,wolfgang puck jamaica me crazy coffee makes my mother crazy about coffee so i buy it for her all the time and the best deal for these coffee pods has been on amazon so this is where i get them...good coffee...good price and free ship with amazon...glenn,5
B001CCXVPQ,I was also expecting something more akin to the Green Mountain 'Island Coconut' coffee - an aromatic coffee that tastes like coconut - this is NOT remotely close. Doesn't smell or taste very good and the coconut flavor or smell is almost non-existent. Don't waste your money.,1
B001CCXVPQ,"I received a new coffee maker and  it has the option to use these coffee pods in the single serving side of the machine..Well decided to try a few varieties to see what might be good and what my guests might enjoy.<br /> Well I am blown away at HOW GOOD this variety, Jamaica Me Crazy tastes... I am not usually a fan of flavored coffee's but this is just enough of a light coconut flavor and scent to make it a nice variation .. This is particularly pleasant as a after dinner dessert coffee with a light amt of cream.. No sugar is really need.. I like the light sweet smell  that my cup of coffee give me . Such a pleasant experience..<br />  I will definitely be getting more of this variety and it also inspires me to want to try some others that Wolfgang Puck has as well..",5
B001CCXVPQ,"This was very good coffee, enjoy the pod style coffee makers the best. Quick and easy no mess to clean up after.",5
B001CCXVPQ,"This coffee was a dollar more than most, but I love coconut flavored coffee and just had to pay the price for ""Jamaica Me"" to give it a try!<br /><br />I""m so glad I tried it! It is without a doubt the best K cup of coffee I've ever tried.",5
B001CCXVPQ,"Description said flavored, but what kind of flavor?  I purchased, and I did not like the flavor: it had a cinnamon taste to it.  Description should mention the flavor to expect.  Hawaiian hazelnut is very good and subtle.  Works great with my Senseo",2
B001CCXVPQ,"I thought I was ordering K-cups since I found this listing in an Amazon e-mail to me about K-cups. The mistake was unfortunate and Amazon made it right by issuing an immediate refund. I just wish I could have found a way to use the ""pods"" in my Keurig machine because Wolfgang Puck Jamiacan Me Crazy is my favorite coffee of all.  Thank you Amazon for being the best online merchant of all.",4
B001CCXVPQ,"I bought these coffee ""Pods"" to use in my Keurig. Now discover that these are differenct ""Pods"". Amazon wont't take them back. I am stuck.",1
B001CCXVPQ,"I did not know there was a difference between ""pods"" and K cup coffee.  Very disappointed in the description.  Again, THESE ARE NOT K CUPS!!",1
B001CCXVPQ,This was also Hazelnut just like the K-Cups. This wasn't in the description and smelled awful. It was Wolfgang me crazy.,1
B001HTE5L8,"I was looking for something healthy to replace my horrible addiction to soda. One day at my college, Steaz Iced Teaz were being put into a new healthy vending machine. I asked to try the Blueberry, Pomegranate & Acai flavor because the gentleman said it was his best seller. I certainly know why! The taste is great, it is a very refreshing drink and it has less than half of the calories, carbs, and sodium as a soda. I love this stuff and now I make sure to have it in my house at all times. When I'm going to leave, I bring some with me. I highly recommend Steaz Iced Teaz.",5
B001HTE5L8,"We are overdosing on high sugar (especially high fructose corn syrup, which is bad for your health) foods these days. Americans are experiencing record epidemics with diabetes and obesity. It's about time some companies are coming out with low, or lower sugar beverages (or in this case, with cane juice) to give people a fighting chance with their health. I am also thankful that this product does not contain any artificial sweeteners (which are also bad for your health; please read 'Sweet Deception' by Dr. Joseph Mercola- a phenomenal book). This iced tea tastes very good, without too much sugar overpowering the tea flavor. Excellent product!",5
B001HTE5L8,Let me start by saying that this is an absolutely fantastic iced tea.  Full of flavor and antioxidants!  Give it a try - only 80 Calories for the entire can!  (40 cals/serving).,5
B001HTE5L8,"I don't know what other teas people are drinking for this review, but for me there is no aftertaste.  It has just the right amount of sugar without being overly sweet.  You really taste the blueberry flavor.  I have stopped drinking sodas and have gone to drinking Steaz teas.  The peach and lime-pomogranate are very good as well.  Try picking one up at  your local grocery store to see if you like it, then go to Amazon and buy by the 12 pack for a better deal.",5
B001HTE5L8,This tie was some what good but left a bad after tasted. I gave it three star's as that it was not so bad as to make me want to not drink it.,3
B001HTE5L8,Cans came super dented and messed up but I didn't care about that. The tea tastes like water and sweet n' low with raspberry syrup. Cheap and a decent drink to give guests you don't need to impress but over all not even worth the $1 per can.,3
B001HTE5L8,"I find that most pre-bottled teas are too sugary and for that reason I decided to try these Steaz.  The amount of sugar in these is pretty close to perfect BUT there is barely any flavor in this tea.  Tastes like water with a slight hint of some blueberry taste.  I could understand lowering the sugar but with no flavor I might as well drink bottled water.  ALso the top of every can is stained with spilled tea and covered with dirt, kinda gross and a pain in the ass to have to wash it off before you drink each one.",2
B001HTE5L8,"I was conflicted as to how I was going to rate this item. The product is excellent. No complaints. But I was buying them at $12.66 for a 12 pack, now its about $26 for a 12 -pack. That's super pricey.",4
B001HTE5L8,"My son, who is very picky, loves this drink. I like it because it is not full of sugar and has no sugar substitutes.",5
B001HTE5L8,"These teas are natural, low in sugar and this is the best price you can get them! Dont think twice. They are amazing, so is each and lemon flavors!",5
B001HTE5L8,"sooooooo good.<br /><br />I love this stuff! not too sweet, just perfect. The Tea came in a jiffy, a 12 pack that cost me about $12 - which is cheap, considering I normally pay $2 each at my local grocer.  The ingredients are great and it is a genuinely good product.",5
B001HTE5L8,Great flavor! Good for afternoon pick-me up. I think this is the best Steaz flavor -- but some of the others ones are good as well.<br /><br />I subscribe to monthly shipments -- easier and cheaper than picking it up at the store.,5
B001HTE5L8,"I love this stuff!  I'm not a big water drinker I hate to admit.  This tea is a great alternative to pop, juice, etc.  It's not too sweet-just right-so I don't feel bad drinking it.  Flavor is refreshing and not overpowering.",5
B001HTE5L8,"Great taste, good ingredients.  I like it (and I'm picky).  Order came quickly and just about to order some more.",5
B001HTE5L8,"Don't know if its my tastebuds or the taste the drink, but I hate it.  It has a bad taste, like it was sweetened with an artificial sweetener.",1
B001HTE5L8,"The first time I ordered this was to just see if it would be a healthy type drink I could drink every day if I wanted.  I've now been subscribed to it for months.  The drink is very refreshing and has a great taste, all with a reasonable amount of calories.  I am now interested to try other products from Steaz.",5
B001HTE5L8,"I've said the same for the citrus one...I like these.  Nice energy drink replacement.  Not sickly sweet, tastes great, good energy boost!",5
B001HTE5L8,"This one doesnt wow me, but it is tasty and smooth with just enough sweetness. The blueberry/pomegranate blend well and go down easy. Not my favorite Steaz, but definitely still has a place in my fridge. As an aside, this one is my girlfriends favorite, and she gives it five stars, so my household combined ranking would be 4 1/2 stars.<br />Enjoy!",4
B001HTE5L8,"Steaz Blueberry Pomegranate & Acai green ice tea is fantastic.  It's one of my favorite drinks.  I feel like I'm being healthy by drinking this instead of soda, and the calories are low.  Win win.  Only negative is the cost.  I would drink more of it if the price were less expensive.",4
B003TN6FNG,"These are truly delicious, full of nuts, and the Apricot adds the right amount of sweetness and moistness.  I have tried several different KIND bars, and these are by far my favorite!",5
B003TN6FNG,"Small, easy to take along in my purse.  Great for dip in blood sugar.  Keeps well and doesn't melt in warm temps.  Very good tasting.",5
B003TN6FNG,I love the mini kind bars.  Sometimes the full-sized bars are too much and these are just right.  I hope they come out with all of the KIND bar flavors in the minis!,5
B003TN6FNG,"I have been subscribing to this and other Kind products for over a year now, and have noticed that the bars are getting smaller and smaller, but the price keeps creeping up.<br /><br />It have become almost a game when the bars arrive: How much smaller are the bars going to be since the previous consignment of 3 months ago?  Maybe I should keep one from each shipment and compare its length when the next arrives.<br /><br />Of course the wrapper remains the same size, and that just adds to the fun.  I wonder if the bar will ever reduce to half the wrapper size.<br /><br />Apart from all this, the quality of the bars themselves has remained consistent, but the freshness varies from shipment to shipment.",2
B003TN6FNG,"It was my mistake that I did not recognize that these were mini bars.  They are maybe half the size of the bar you find in the store.  I paid $17 for 20 bars.  I now see that they are $25 for the same amount.  unless you need the small bars, i would not recommend buying these.",1
B003TN6FNG,"I ORDERED 4 BOXES OF 5 KIND MINI BARS AND RECEIVED ONLY 4 MINI BARS IN A ZIP LOCK BAG CALLED PACK OF 4. LUCKILY, AMAZON CUSTOMER SERVICE WAS ABLE TO REFUND MY DEFECTIVE ITEM. HOWEVER, I WILL NOT EVER AGAIN ORDER FROM THIS COMPANY AND CANNOT RECOMMEND THEM. THE FOUR KIND MINI BARS I RECEIVED ARE BENT AND NOT AT ALL APPETIZING  UNLIKE THE DELICIOUS KIND MINI BARS I HAVE ENJOYED IN THE PAST. THESE ARE UNAPPEALING SINCE THEY HAD BEEN TAKEN OUT OF THEIR BOX AND PUT INTO A ZIPLOCK TYPE BAG WHERE THEY GOT SMASHED.",1
B003TN6FNG,"I buy Kind bars to stash in my pocket book or bike bag. I am an avid cyclist and need nutrition on the go. I LOVE the variety of Kind bars and I also feel like I am getting to crunch and chew a lot. I am also Gluten Free and Kind products are GF.<br /><br />I have been eating KIND bars for 4 years now (maybe more) consistantly and recommend to others all the time.<br /><br />Give them a try, but word of warning - you might get addicted too!",5
B003TN6FNG,Those fruits and nuts and chewy stuff that hold it all together is a great combo. Addicting. Healthy and gluten-free.....YAY!,5
B003TN6FNG,Not as good as the almond and coconut.... but still yum!  I love the texture and how clean the kind items are.  I typically use these before and after my workouts.,3
B003TN6FNG,"If you like apricots or peaches this is the energy bar for you.It is completely natural, tasty, not overtly sweet and<br />the minis are a prefect dessert or snack size.Buying it on Amazon is the best deal I found for these especially with the subscribe and save option.<br />In grocery stores you are paying close to $22 for the same box.",4
B003TN6FNG,"I ordered the Fruit & Nut mini bars expecting to receive 20 individual mini bars since the description says 5 count pack of 4. However, as some other reviews indicated, what they actually ship you is 1 count pack of 4 - meaning 4 mini bars for the price of $22.xx. I contacted Amazon and they said they could not ""fix"" the problem but would offer me a full refund instead.<br /><br />If you are interested in these bars, order the regular size instead (as I did). They seem to be shipping correctly.",2
B003TN6FNG,I thought cranberry was my fav til I tasted these. Magnificent! Tastes like tropical paradise and very filling. Keeps my from passing out when blood-sugar low. Love that its made with honey.,5
B003TN6FNG,"Be aware, this seller is only fulfilled thru Amazon, not an Amazon product.  What was sent was 4 mini bars re-sealed, not a full package.<br /><br />From the description:""Pack of four boxes, each box contains 5 (0.8-Ounce) bars (total 20 bars, total 16 ounces)""  We only got 4 bars removed from the box and repackaged.<br /><br />The bars are fantastic and I love them but won't get them thru Amazon anymore.  Off to REI I go.",1
B003TN6FNG,"I've started working out.  The trainer inists I eat something every few hours and it's hard when I'm at work or traveling.  The workout program includes a nutritionist at no charge. She was adament that I stop using highly processed food bars and move to what she calls ""real food"" bars. This is the one she recommended and it's delicious.  I used to love another brand of bar that is more ""processed"" and now that I've been eating these more ""real food"" items I can barely stand the old stuff.  I love the apricot and the cranberry.  Great food.",5
B003TN6FNG,These are the very best...but the boxes only contained 4 bars and appeared to have been carefully opened to allow one bar to be removed.  Please check your delivery if you purchase.,4
B003TN6FNG,"kind almond & apricot bars are a 5 star product. But this mini pack is just too $$$ not worth the price, i would just buy the normal size 12 pack.",3
B003TN6FNG,This is by far my favorite flavor of the Kind Bars!  Great Gluten Free snack when you're on the go!  Delicious!,5
B003TN6FNG,"I've tried a LOT of snack bars. As I become more nutrition-conscious (and wary of additives and HFCS), I have become more particular. And as always, there is the matter of taste.<br /><br />At this point, Kind bars are all I use. Everything else pales in quality, nutrition, and taste.<br /><br />Buying from REI in >12qty gets a 20% discount, about a buck-sixty each net, but Amazon (with free shipping) is still better, near a buck-and-a-quarter.<br /><br />Good for between-meal staying power, bike rides, hikes, emergency car/RV stash. They last on the shelf longer than I have been able to wait to eat them; I can't tell the difference between new bars and > 3-month-old ones from my stash. The dried-fruit content and lower-oil nuts seem to keep them naturally preserved.<br /><br />I definitely do not like the ones with peanuts in them, but that's a personal taste matter.",5
B003TN6FNG,"Good taste and just the right size, these nutritous gluten free treats are convenient to throw into a carry on bag and snack on anywhere, anytime. They are not messy, nor do they melt, so they travel well year-round.",5
B0098C6AKK,The coffee is very good compared to Maxwell drip and reasonably good compared to other Tassimo brands. This is my standard morning coffee. No complaints for the cost!,5
B0098C6AKK,"I have purchased these T discs many times and there is something wrong with this last order.  Does anyone else have the problem of the discs only making 3/4 of a cup?  It's not my machine because any other brand turns out fine.  I bought another package from a retail store and the same thing is happening!  For the money that these discs cost, this is unacceptable.  I bought a whole case!!!",3
B0098C6AKK,the coffee is good. but I've been trying to cancel the auto shipments but its impossible to find any way for customer service to help. therefore they continue sending it and I have to keep sending it back.,5
B0098C6AKK,This is still good coffee but they have DOUBLED the cost.  Half the price at BBB with a 20 percent coupon.  Also available half what Amazon is now charging @ Target & Walmart (at least it was available there a couple month ago),1
B0098C6AKK,"For anyone who simply wants a basic, American-style cup of coffee, this is perfectly fine. No, it's not as full-flavored or (arguably) as good as most of the higher priced Tassimo offerings, but it isn't intended to be. This is a simple, inexpensive cup for everyday use.<br /><br />That said, I knocked off a star due to Amazon's current pricing. The unit price for the ""Friday Sale"" is roughly the same as the individual retail price at many stores. That's not a deal -- and certainly doesn't represent the sort of discount one would expect to receive when buying a 5-pack.",4
B0098C6AKK,The coffee is excellent the price great. After my K cup took a dive I gave the T-disc a try Wow. It was better than any of the K-cup brands I had. The only unfortunate draw back is you can't seem to get the T-disc in stores. Good thing Amazon has them at a good price.,4
B0098C6AKK,I enjoy this coffee.  Biggest problem is that it overfills my mugs so that I have to watch it so as not to overflow. I don't understand why some brands overflow and some do not fill the cup.,4
B0098C6AKK,"I was surprised at the pleasant flavor of this coffee. Robust enough to satisfy, with a great smooth, full taste. One of my regular favorites for the Tassimo.",5
B0098C6AKK,This coffee is just the right strength for me.  It has no bitter aftertaste.  I love it! Great price with the save & subscribe feature and it comes right to you.,5
B0098C6AKK,"When I come down the stairs in the morning, and the kids are ""making coffee"" I smell the great aroma of the original Maxwell House coffee that I grew up with. When I get to the kitchen, I have a great cup of coffee, with no mess and no waste. The coffee disc's are expensive, but there is no ""day old"" coffee left sitting in the pot. This coffee is nothing fancy, not too strong, and taste good every time I fix a cup.",5
B0098C6AKK,These discs and the Tassimo coffee machine are incredibly easy to use and Amazon ships the discs in record time.,5
B0098C6AKK,"There is nothing really special about these t-discs coffee. It's not very strong, but it does radiate a fresh roasty flavor when brewed. This is definitely the most convenient way for me to brew coffee while in the office where I don't want to deal with the mess of coffee beans.",5
B0098C6AKK,This is a great tasting product and it is much cheaper than others. You can't beat it in any way. I drank many other coffees including Starbucks and found this to be quite satisfactory.,5
B0098C6AKK,"This Tassimo Maxwell coffee  from the Maxwell Cafe collection<br />is the choice at our house no matter who is choosing! Finally<br />a coffee that My husband, Kids & friends love! This price can't be Beat!",5
B0098C6AKK,Great cafe and a good product.. The most you can get for what you pay for love it . thx,5
B0098C6AKK,"This is great-tasting coffee.  So convenient in the T-Disk format.  When you want just one cup of coffee, just pop one of the T-Disks in your Tassimo and out comes a very good cup.  Maxwell House should be proud.",5
B0098C6AKK,"As the title says, this is a good basic cup of coffee.  We feel a little frustrated by the 6 ounce default pour - does anyone still drink coffee in these lilliputian quantities? Still, with a little time spent pressing the ""give me more"" button, we can get a nice full cup of medium bodied coffee. We generally alternate cups between this and Gevalia Vanilla Hazelnut on the weekends.",4
B0098C6AKK,The brand of coffee is a nice medium brew.  I don't like coffee that is too bold or strong and this fits the bill.,5
B0098C6AKK,"Do you remember what it smells like to add water to an ashtray full of cigarettes? That's how this coffee tastes. I added a caramel, some hazelnut flavoring, a packet of hot chocolate with miniature marshmellows, and Coffeemate vanilla chai creamer too it. It still tasted bitter, like wet cigarettes and metallic. I think the metallic flavor comes from the t-disc packaging. It doesn't make sense to buy a $100 coffee maker and drink trashy coffee. Especially when you can take that same amount of cash and buy some good coffee. I ignored the bad ratings of other reviewers because I believed the positive reviews. The only redeeming factors are that it is cheaper (less than $7 at Walmart), and that you can make a single cup of coffee. If it were allowed, I'd give it a -5 rating (or &lt;-> -,  for infinitly horrible).",1
B002ATCFX4,"This sauce is made with the hottest pepper in the world. It's named the Naga Jolokia but its' nickname is the Indian Ghost Pepper. I love spicy and I can handle things pretty hot but this sauce really surprised me. The taste is amazing. It's a very unique, heavy flavor that expands and keeps developing and changing in your mouth. Its just delicious. But the heat expands too. I've been putting a minuscule dash on my burgers and other things just to warm things up. So good but really, really, really, really hot.",5
B002ATCFX4,"I try new hot sauces as often as possible and Melinda's has done it again with this particular sauce. It probably goes without saying that this is extremely hot, but what is impressive is that there is an equal amount of flavor. As other reviewers have pointed out, there is a significant difference between a sauce that is just simply chemically hot with extracts and concentrations of capsaicin and one that is naturally hot without the chemical bitter taste you get with some other sauces.<br /><br />Long story short, this sauce is packed with flavor and certainly packed with heat, it isn't the 'hottest in the world' but if the novelty of insane sauce heat has worn off and you're looking for a flavorful heat, this is for you.",5
B002ATCFX4,"Melinda's hot sauces are the best out there. Very flavorful and reasonably priced. I eat allot of hot sauces and got to tell you all this is one HOT sauce. What is amazing is that there are no ""hot pepper extracts"" in this. All natural ingredients. There are some flavors that remind me of the Habanero pepper, but this sauce is in another galaxy as far as heat is concerned. I will need to dilute it down or mix it in some BBQ sauce or something, it is that hot. Putting a dime sized drop on a sandwich was tasty at first then the heat comes, and keeps coming. My mouth and tounge hurt for many minutes afterwards, then came the endorphin rush and all was well. Bottom line, if your looking for an all natural hot sauce that is truely hot, look no further.",5
B002ATCFX4,"As a self-proclaimed connoisseur of hot sauces, I would have to say that Melinda's Naga Jolokia is my absolute favorite.  While not as hot as some of the other sauces made form the Bhut Jolokia (Ghost Pepper), it definitely has the best flavor of the ones I've tried.  That said, it is still very hot and there have been times my digestive system has hated me for using too much.  As far as Melinda's sauces go, I would consider this one of the best ones, and as a fan of Melinda's, that's pretty good.  As for heat, I would consider Dave's Jolokia sauce a little hotter, but I'd choose this everytime, just because the flavor is better.  But then again, that's just my opinion. Get both and try for yourself...and get that whole milk ready.",5
B002ATCFX4,"This is no run of the mill hot sauce.  It has instantly become my favorite.  The flavor is complex and satisfying, while the heat seems to gradually build to an intense burn that lingers for a few minutes.  This is not for those who can't handle heat, nor is it for the heat junkies that love the ""must sign a waiver to consume"" sauces made with capsaicin extract.  If you are someone who appreciates flavor and heat, Melinda's Naga Jolokia is definitely worth trying.",5
B002ATCFX4,"I have to agree with the other reviews. This sauce is very flavorful and by far the hottest Melinda's will ever be able to make. I love Melinda's because they don't try to destroy you with heat, although this one has some SERIOUS kick to it. They really know how to make a flavorful hot sauce, and this one ties with the 4x Reserve as being my two favorites.",5
B002ATCFX4,"THis sauce lives up to its name and the reputation of the Ghost Pepper.  It's more than merely hot, though, because it has flavor  and<br />when it's used judiciously, will not overpower the taste of the food.  It provides more than augmentation like, say, Tabasco, because the Ghost Pepper is<br />undeniably hot, and if you use it too liberally no doubt it will render your sauce, your sandwich, your potatoes more molten than you may like.<br />But a few drops, strategically placed and swirled around, will give you a short burst of intense heat and a lingering taste that, while hot, makes good food<br />even better.  Highly recommended for pepper devotees.",5
B002ATCFX4,"I think it has a better flavor than the Mad Dog ghost pepper sauce, but it isn't as hot.  So, it all depends on what your looking for.",5
B002ATCFX4,"I've reordered this a few times now and love this hot sauce. It is very hot (ghost chilis and all). But unlike a lot of them out there that are just hot and harsh, this actually has a good flavor to it. Assuming your taste buds survive the heat :)",5
B002ATCFX4,"Like most Melinda's hot sauces, they aren't the hottest around. You CAN find hotter sauces made from the same pepper... but whether you taste the pepper is a different story. What I've noticed with this brand of sauce is that you can actually taste the pepper. Now to this particular sauce... I tried dabs of this sauce on omlets or pizza with no particular note or notice. It seemed no hotter than any other habanero based sauce I've had in the past. All hype.. right?<br /><br />One day I decided to use it for a dipping sauce for french fries... not such a good idea. This sauce is fine in small amounts, you get a good dose of the taste of the pepper. But try to use it like a habanero sauce is a mistake... it's painful. Slow, constant burn really sneaks up on you, just when you think it is not that bad... it's too late. Have respect for the Naga Jolokia!",5
B002ATCFX4,"I really like this hot sauce.  It has excellent flavor and the heat seems to spread through your whole body and stay with you well after you are done eating.  This pepper sauce not only has a unique flavor, it has a unique feel to it.  I'm a fan for life.",5
B002ATCFX4,"I love hot food.LOVE IT! I have finished a bottle of the regular Melinda's and two bottles of the xxxxReserve Habanero Sauce. The Naga Jolokia sauce is hot and delicious.<br /><br />I was suprised that it wasn't hotter. At first I just tried a dash or two but quickly realized that I could handle quite a bit of it.<br /><br />Don't be scared by the name, If you like hot food, you'll like this sauce.",5
